Bank,PromptName,PromptText
Monzo,Scenario ECL,"Given the full document content provided, extract the Upside,Base,Downside 1,Downside 2 and reported provisions.  Use the following guidelines: If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Focus on sections titled: "" Sensitivity tables show the modelled ECL (including in-model adjustments but excluding post- model adjustments)""
 Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer.  Extract data for the following portfolios: Overdrafts ,Loans,Flex. Return the result as a JSON string with the following structure:
   {
       ""Overdrafts "": {
       ""Upside "": {""ECL"": ""<value>""},
       ""Base"": {""ECL"": ""<value>""},
       ""Downside 1"": {""ECL"": ""<value>""}
       "" Downside 2"": {""ECL"": ""<value>""}
       ""Reported provisions"": {""ECL"": ""<value>""}
     },
       ""Loans"": {
       ""Upside"": {""ECL"": ""<value>""},
       ""Base"": {""ECL"": ""<value>""},
       ""Downside 1"": {""ECL"": ""<value>""}
       ""Downside 2"": {""ECL"": ""<value>""}
       ""Reported provisions"": {""ECL"": ""<value>""}
     },
       ""Flex "": {
       ""Upside"": {""ECL"": ""<value>""},
       ""Base"": {""ECL"": ""<value>""},
       ""Downside 1"": {""ECL"": ""<value>""}
       ""Downside 2"": {""ECL"": ""<value>""}
       ""Reported provisions"": {""ECL"": ""<value>""}
     }
   }"
Monzo,Scenario Weight,"Given the full document content provided, extract the Scenario weight for the Upside,Base,Downside 1and Downside 2. Use the following guidelines: If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer. Output the result as a JSON string with the following structure:
   {
       ""Scenario weights %"": {
       ""Upside "": {""Weight"": ""<value>""},
       ""Base"": {""Weight"": ""<value>""}
       ""Downside 1"": {""Weight"": ""<value>""}
       ""Downside 2  "": {""Weight"": ""<value>""}
     }
   }"
Starling,IFRS9 Data by Stage,"Given the full document content provided, extract the Gross carrying value,Impairment provision,Coverageby stage as well as total. Use the following guidelines:ECL is defined as the Impairment provision ,Balance is defined as Exposure after Gaurantee, Coverageis the ratio of ECL to Balance (expressed as a percentage) for each stage and category. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Focus on sections titled:  "" Staging profile of customer lending (audited)"" For Stage 2, use the total values (e.g., 'Stage 2 total' or sum of subcategories like up to date, 1-30 DPD, >30 DPD) unless otherwise specified. If subcategories are present, sum them for Balance and ECL and recalculate Coverage if table percentages are inconsistent.  Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer.  Extract data for the following portfolios: Mortgage,SME ,Retail and Undrawn. Output the result as a JSON string with the following structure :
   {
     'Mortgage': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     },
     'SME ': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     },
     'Retail ': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     },
     'Undrawn ': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     }
   } 
"
Starling,Scenario ECL,"Given the full document content provided, extract the Upside,Base,Downside,Severe Downside and Weighted provisions.  Use the following guidelines: If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Focus on sections titled: ""ECL Sensitivities""
 Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer.  Extract data for the following portfolios: Mortgage ,SME ,Retail ,. Return the result as a JSON string with the following structure:
   {
       ""Mortgage  "": {
       ""Upside "": {""ECL"": ""<value>""},
       ""Base"": {""ECL"": ""<value>""},
       ""Downside"": {""ECL"": ""<value>""}
       ""Severe Downside"": {""ECL"": ""<value>""}
       ""Weighted"": {""ECL"": ""<value>""}
     },
       ""SME "": {
       ""Upside"": {""ECL"": ""<value>""},
       ""Base"": {""ECL"": ""<value>""},
       ""Downside"": {""ECL"": ""<value>""}
       ""Severe Downside"": {""ECL"": ""<value>""}
       ""Weighted"": {""ECL"": ""<value>""}
     },
       ""Retail  "": {
       ""Upside"": {""ECL"": ""<value>""},
       ""Base"": {""ECL"": ""<value>""},
       ""Downside"": {""ECL"": ""<value>""}
       ""Severe Downside"": {""ECL"": ""<value>""}
       ""Weighted"": {""ECL"": ""<value>""}
     }
   }"
Starling,Scenario Weight,"Given the full document content provided, extract the Scenario weight for the Upside,Base,Downside and Severe Downside. Use the following guidelines: If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer. Output the result as a JSON string with the following structure:
   {
       ""Scenario weights %"": {
       ""Upside "": {""Weight"": ""<value>""},
       ""Base"": {""Weight"": ""<value>""}
       ""Downside"": {""Weight"": ""<value>""}
       ""Severe Downside "": {""Weight"": ""<value>""}
     }
   }"
OakNorth,IFRS9 Data by Stage,"Given the full document content provided, extract the Gross carrying value,Impairment provision,Coverage as Impairment provision divided by Gross carrying value by stage as well as total. 
Use the following guidelines: ECL is defined as the """"Allowance for ECL"""" ,Balance is defined as """"On balance sheet- Loans and advances at amortised cost"""", Coverage is the ratio of ECL to Balance (expressed as a percentage) for each stage. If multiple periods are present, identify the latest period by the most recent date (e.g., """"""""As at [date]"""""""") or context (e.g., """"""""current period"""""""" vs. """"""""prior period""""""""), and use only that period’s data.  Focus on sections titled:  """""""" Staging profile of customer lending (audited)"""""""" For Stage 2, use the total values (e.g., 'Stage 2 total' or sum of subcategories like up to date, 1-30 DPD, >30 DPD) unless otherwise specified. If subcategories are present, sum them for Balance and ECL and recalculate Coverage if table percentages are inconsistent.  Express monetary values in £m (millions) as strings without commas (e.g., """"""""52370"""""""" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., """"""""0.84%"""""""").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer.  Extract data for the following portfolios: Mortgage,SME ,Retail and Undrawn. Output the result as a JSON string with the following structure :
   {
     'Total Loan Book': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     }
	 "
OakNorth,Scenario ECL,"Given the full document content provided, extract the Upside ,Baseline ,Downside 1 and Downside 2  and Weighted provisions.  Use the following guidelines: If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Focus on sections titled: ""ECL Sensitivities""
 Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer.  Extract data for the following portfolios: Mortgage ,SME ,Retail ,. Return the result as a JSON string with the following structure:
   {
       ""Total Loan Book  "": {
       ""Upside "": {""ECL"": ""<value>""},
       ""Baseline"": {""ECL"": ""<value>""},
       ""Downside 1"": {""ECL"": ""<value>""}
       ""Downside 2"": {""ECL"": ""<value>""}
       ""Weighted"": {""ECL"": ""<value>""}
     }
   }"
OakNorth,Scenario Weight,"Given the full document content provided, extract the Scenario weight for the Upside,Baseline,Downside 1 and Downside 2. Use the following guidelines: If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer. Output the result as a JSON string with the following structure:
   {
       ""Scenario weights %"": {
       ""Upside "": {""Weight"": ""<value>""},
       ""Baseline"": {""Weight"": ""<value>""}
       ""Downside 1"": {""Weight"": ""<value>""}
       ""Downside 2"": {""Weight"": ""<value>""}
     }
   }"
Aldermore,IFRS9 Data by Stage,"Given the full document content provided, extract the Balance as Gross carrying amount,ECL as Provisions,  Coverage as Provisions divded by  Gross carrying amount by stage as well as total. Use the following guidelines:ECL is defined as the Provisions  ,Balance is defined as Gross carrying amount,Coverageis the ratio of Provisions to Gross carrying amount (expressed as a percentage) for each stage and category. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Focus on sections titled:  "" Analysis of overdrafts and loans by stage"" For Stage 2, use the total values (e.g., 'Stage 2 total' or sum of subcategories like up to date, 1-30 DPD, >30 DPD) unless otherwise specified. If subcategories are present, sum them for Gross carrying amount and Impairment allowance and recalculate Coverage if table percentages are inconsistent.  If overdrafts, loans or flex impairment allowance includes values for undrawn elements, add the undrawn element to the impairment by stage for each porduct and each stage and recalculate coverage. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer.  Extract data for the following portfolios: Overdrafts ,Loans,Flex. Output the result as a JSON string with the following structure :
   {
     'Total loan book': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     }
   } "
Aldermore,Scenario ECL,
Aldermore,Scenario Weight,
Shawbrook,IFRS9 Data by Stage,"Given the full document content provided, extract the Balance as Gross carrying amount,ECL as Loss allowance,  Coverage as Loss allowance divded by  Gross carrying amount by stage as well as total. Use the following guidelines:ECL is defined as the Impairment allowance ,Balance is defined as Gross carrying amount,Coverageis the ratio of Loss allowance to Gross carrying amount (expressed as a percentage) for each stage and category. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Focus on sections titled:  "" Analysis of overdrafts and loans by stage"" For Stage 2, use the total values (e.g., 'Stage 2 total' or sum of subcategories like up to date, 1-30 DPD, >30 DPD) unless otherwise specified. If subcategories are present, sum them for Gross carrying amount and Impairment allowance and recalculate Coverage if table percentages are inconsistent.  If overdrafts, loans or flex impairment allowance includes values for undrawn elements, add the undrawn element to the impairment by stage for each porduct and each stage and recalculate coverage. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer.  Extract data for the following portfolios: Overdrafts ,Loans,Flex. Output the result as a JSON string with the following structure :
   {
     'Real Estate': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     },
     'SME': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     },
     'Consumer Finance': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     },'Retail Mortgage Brands': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     }
   } "
Shawbrook,Scenario ECL,"Given the full document content provided, extract the Upside  , Base , Downside, Severe Downside  scenario and reported Provisions  for the following categories:Real Estate, SME ,Consumer Finance and Retail Mortgage Brands  as reported for the latest period presented in the document. Focus specifically on sections titled ""ECL under 100% weighted scenarios "" within the document, as these sections contain the detailed breakdown of Upside scenario  , Base case scenario , Downside scenario , Severe Downside  scenario and reported Provisions. Use the following guidelines:

1. ECL refers to provisions on credit exposures for each category (Real Estate, SME ,Consumer Finance and Retail Mortgage Brands ), expressed in £m.
2. Locate and extract the data directly from sections titled ""ECL under 100% weighted scenarios "". If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data. If subcategories are present, sum them for Balance and ECL, and recalculate Coverage if table percentages are inconsistent.
3. If OCR errors or inconsistencies are detected (e.g., Coverage percentages not matching ECL/Balance, unclear ECL values), prioritize calculated Coverage (ECL/Balance) over table-provided percentages, adjusting ECL or Balance where necessary to align with totals or logical consistency, and note adjustments.
4. Do compute the final number as per point 6 if ""Probability – weighted loss allowance per statement of financial position"" and ""Increase/(decrease) in loss allowance if scenario weighted at 100%"" by sum or difference based on increase and decrease.
5. If both on balance sheet and off balance sheet numbers are present, show only the on balance sheet numbers. 
6. Return the result as a JSON string with the following structure:
   {
       ""Real Estate"": {
       ""Upside scenario"": {""ECL"": ""<value>""},
       ""Base case scenario"": {""ECL"": ""<value>""},
       ""Downside scenario"": {""ECL"": ""<value>""}
       ""Severe Downside scenario"": {""ECL"": ""<value>""}
       ""Reported provisions"": {""ECL"": ""<value>""}
     },
       ""SME"": {
       ""Upside scenario"": {""ECL"": ""<value>""},
       ""Base case scenario"": {""ECL"": ""<value>""},
       ""Downside scenario"": {""ECL"": ""<value>""}
       ""Severe Downside scenario"": {""ECL"": ""<value>""}
       ""Reported provisions"": {""ECL"": ""<value>""}
     },
       ""Consumer Finance"": {
       ""Upside scenario"": {""ECL"": ""<value>""},
       ""Base case scenario"": {""ECL"": ""<value>""},
       ""Downside scenario"": {""ECL"": ""<value>""}
       ""Severe Downside scenario"": {""ECL"": ""<value>""}
       ""Reported provisions"": {""ECL"": ""<value>""}
     },
       ""Retail Mortgage Brands"": {
       ""Upside scenario"": {""ECL"": ""<value>""},
       ""Base case scenario"": {""ECL"": ""<value>""},
       ""Downside scenario"": {""ECL"": ""<value>""}
       ""Severe Downside scenario"": {""ECL"": ""<value>""}
       ""Reported provisions"": {""ECL"": ""<value>""}
     },
   }
9. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
10. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
11. If you don't know the answer, just say that you don’t know, don’t try to make up an answer.

"
Shawbrook,Scenario Weight,"Given the full document content provided, extract the economic scenarios probability weighting (%)  for the  Upside  , Base , Downside , Severe Downside  scenario  as reported for the latest period presented in the document. Use the following guidelines:
1. Return the result as a JSON string with the following structure:
   {
       ""Scenario weights %"": {
       ""Upside"": {""Weight"": ""<value>""},
       ""Base"": {""Weight"": ""<value>""}
       ""Downside"": {""Weight"": ""<value>""}
       ""Severe Downside"": {""Weight"": ""<value>""}
     }
   }"
MetroBank,IFRS9 Data by Stage,"Given the full document content provided, extract the Balance as Gross carrying amount,ECL as ECL allowance,  Coverage as ECL allowance divided by Gross carrying amount by stage as well as total. Use the following guidelines:ECL is defined as the Impairment allowance ,Balance is defined as Gross carrying amount,Coverageis the ratio of Loss allowance to Gross carrying amount (expressed as a percentage) for each stage and category. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Focus on sections titled:  "" Analysis of overdrafts and loans by stage"" For Stage 2, use the total values (e.g., 'Stage 2 total' or sum of subcategories like up to date, 1-30 DPD, >30 DPD) unless otherwise specified. If subcategories are present, sum them for Gross carrying amount and Impairment allowance and recalculate Coverage if table percentages are inconsistent.  If overdrafts, loans or flex impairment allowance includes values for undrawn elements, add the undrawn element to the impairment by stage for each porduct and each stage and recalculate coverage. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer.  Extract data for the following portfolios: Overdrafts ,Loans,Flex. Output the result as a JSON string with the following structure :
   {
     'Retail mortgages': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     },
     'Consumer lending': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     },
     'Commercial lending': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     }
   } "
MetroBank,Scenario ECL,
MetroBank,Scenario Weight,"Given the full document content provided, extract the economic scenarios probability weighting (%) applied for the  Upside  , Baseline , Downside , Severe Downside  scenario  as reported for the latest period presented in the document. Use the following guidelines:
1. Return the result as a JSON string with the following structure:
   {
       """"Scenario weights %"""": {
       """"Upside"""": {""""Weight"""": """"<value>""""},
       """"Baseline"""": {""""Weight"""": """"<value>""""}
       """"Downside"""": {""""Weight"""": """"<value>""""}
       """"Severe Downside"""": {""""Weight"""": """"<value>""""}
     }
   }"
